term,tf,df,doc_frac,idf,jargon_score
pillars,5,5,0.0005,8.41868089774846,15.084251216950147
frog-legged,5,5,0.0005,8.41868089774846,15.084251216950147
truly,5,5,0.0005,8.41868089774846,15.084251216950147
lateroproximal,5,4,0.0004,8.601002454542416,15.410927592780116
hemiabdomen,5,5,0.0005,8.41868089774846,15.084251216950147
turbulent,5,5,0.0005,8.41868089774846,15.084251216950147
impinging,5,5,0.0005,8.41868089774846,15.084251216950147
synostosis,5,5,0.0005,8.41868089774846,15.084251216950147
fibrosus,5,5,0.0005,8.41868089774846,15.084251216950147
epiphyseal,5,4,0.0004,8.601002454542416,15.410927592780116
fibrotic,5,5,0.0005,8.41868089774846,15.084251216950147
discrepancies,5,4,0.0004,8.601002454542416,15.410927592780116
decompression,5,5,0.0005,8.41868089774846,15.084251216950147
dermatologic,5,5,0.0005,8.41868089774846,15.084251216950147
drug-induced,5,5,0.0005,8.41868089774846,15.084251216950147
atypically,5,5,0.0005,8.41868089774846,15.084251216950147
endometrium,5,3,0.0003,8.824146005856626,15.81074716384453
substance,5,5,0.0005,8.41868089774846,15.084251216950147
cycling,5,5,0.0005,8.41868089774846,15.084251216950147
encephalitis,5,5,0.0005,8.41868089774846,15.084251216950147
connecting,5,5,0.0005,8.41868089774846,15.084251216950147
worst,5,4,0.0004,8.601002454542416,15.410927592780116
pre-and,5,5,0.0005,8.41868089774846,15.084251216950147
steroidal,5,5,0.0005,8.41868089774846,15.084251216950147
touches,5,4,0.0004,8.601002454542416,15.410927592780116
exophytic,5,5,0.0005,8.41868089774846,15.084251216950147
rises,5,5,0.0005,8.41868089774846,15.084251216950147
frog-leg,5,4,0.0004,8.601002454542416,15.410927592780116
serosanguineous,5,5,0.0005,8.41868089774846,15.084251216950147
drops,5,5,0.0005,8.41868089774846,15.084251216950147
obviously,5,5,0.0005,8.41868089774846,15.084251216950147
attempting,5,5,0.0005,8.41868089774846,15.084251216950147
overlapping,5,5,0.0005,8.41868089774846,15.084251216950147
ossified,5,4,0.0004,8.601002454542416,15.410927592780116
membranes,5,4,0.0004,8.601002454542416,15.410927592780116
imha,5,5,0.0005,8.41868089774846,15.084251216950147
linguofacial,5,4,0.0004,8.601002454542416,15.410927592780116
moves,5,5,0.0005,8.41868089774846,15.084251216950147
rapid,5,5,0.0005,8.41868089774846,15.084251216950147
multicavitated,5,5,0.0005,8.41868089774846,15.084251216950147
bearing,5,5,0.0005,8.41868089774846,15.084251216950147
enhances,5,5,0.0005,8.41868089774846,15.084251216950147
hydroperitoneum,5,5,0.0005,8.41868089774846,15.084251216950147
retrosternal,5,5,0.0005,8.41868089774846,15.084251216950147
approx,5,5,0.0005,8.41868089774846,15.084251216950147
infarcted,5,5,0.0005,8.41868089774846,15.084251216950147
composed,5,5,0.0005,8.41868089774846,15.084251216950147
vestigial,5,5,0.0005,8.41868089774846,15.084251216950147
infections,5,5,0.0005,8.41868089774846,15.084251216950147
ppdh,5,4,0.0004,8.601002454542416,15.410927592780116
briefly,5,5,0.0005,8.41868089774846,15.084251216950147
noticeable,5,5,0.0005,8.41868089774846,15.084251216950147
crossing,5,4,0.0004,8.601002454542416,15.410927592780116
distinguished,5,5,0.0005,8.41868089774846,15.084251216950147
kyphoscoliosis,5,4,0.0004,8.601002454542416,15.410927592780116
well-visualized,5,4,0.0004,8.601002454542416,15.410927592780116
sweat,5,5,0.0005,8.41868089774846,15.084251216950147
digastricus,5,4,0.0004,8.601002454542416,15.410927592780116
subtly,5,5,0.0005,8.41868089774846,15.084251216950147
dorsodistal,5,5,0.0005,8.41868089774846,15.084251216950147
control,5,5,0.0005,8.41868089774846,15.084251216950147
foreshortening,5,4,0.0004,8.601002454542416,15.410927592780116
ischii,5,4,0.0004,8.601002454542416,15.410927592780116
excision,5,5,0.0005,8.41868089774846,15.084251216950147
mucosa-lumen,5,5,0.0005,8.41868089774846,15.084251216950147
amyloid,5,5,0.0005,8.41868089774846,15.084251216950147
peach,5,2,0.0002,9.111828078308406,16.326204241287158
sigmoid,5,5,0.0005,8.41868089774846,15.084251216950147
ex,5,4,0.0004,8.601002454542416,15.410927592780116
incident,5,4,0.0004,8.601002454542416,15.410927592780116
bout,5,5,0.0005,8.41868089774846,15.084251216950147
gingival,5,4,0.0004,8.601002454542416,15.410927592780116
brim,5,4,0.0004,8.601002454542416,15.410927592780116
melena,5,5,0.0005,8.41868089774846,15.084251216950147
retro-bulbar,5,5,0.0005,8.41868089774846,15.084251216950147
directly,5,5,0.0005,8.41868089774846,15.084251216950147
esophagogram,5,5,0.0005,8.41868089774846,15.084251216950147
cores,5,3,0.0003,8.824146005856626,15.81074716384453
events,5,5,0.0005,8.41868089774846,15.084251216950147
quiescent,5,5,0.0005,8.41868089774846,15.084251216950147
risks,5,4,0.0004,8.601002454542416,15.410927592780116
lobule,5,5,0.0005,8.41868089774846,15.084251216950147
cpl,5,5,0.0005,8.41868089774846,15.084251216950147
rarely,5,5,0.0005,8.41868089774846,15.084251216950147
eyes,5,5,0.0005,8.41868089774846,15.084251216950147
cover,5,5,0.0005,8.41868089774846,15.084251216950147
petrous,5,4,0.0004,8.601002454542416,15.410927592780116
palpebral,5,3,0.0003,8.824146005856626,15.81074716384453
sialadenitis,5,5,0.0005,8.41868089774846,15.084251216950147
accounts,5,5,0.0005,8.41868089774846,15.084251216950147
peduncle,5,5,0.0005,8.41868089774846,15.084251216950147
turbulence,5,3,0.0003,8.824146005856626,15.81074716384453
eblow,5,3,0.0003,8.824146005856626,15.81074716384453
redistribution,5,4,0.0004,8.601002454542416,15.410927592780116
cystadenocarcinoma,5,4,0.0004,8.601002454542416,15.410927592780116
occluding,5,4,0.0004,8.601002454542416,15.410927592780116
abscessed,5,5,0.0005,8.41868089774846,15.084251216950147
ulnae,5,5,0.0005,8.41868089774846,15.084251216950147
flaring,5,4,0.0004,8.601002454542416,15.410927592780116
she,5,5,0.0005,8.41868089774846,15.084251216950147
nsaids,5,5,0.0005,8.41868089774846,15.084251216950147
cine,5,3,0.0003,8.824146005856626,15.81074716384453
polyps,5,5,0.0005,8.41868089774846,15.084251216950147
unlabelled,5,5,0.0005,8.41868089774846,15.084251216950147
interdigital,5,2,0.0002,9.111828078308406,16.326204241287158
flocculence,5,4,0.0004,8.601002454542416,15.410927592780116
unsuccessful,5,5,0.0005,8.41868089774846,15.084251216950147
squeaker,5,5,0.0005,8.41868089774846,15.084251216950147
palmarolateral,5,4,0.0004,8.601002454542416,15.410927592780116
comma-shaped,5,5,0.0005,8.41868089774846,15.084251216950147
erosions,5,5,0.0005,8.41868089774846,15.084251216950147
consistently,5,5,0.0005,8.41868089774846,15.084251216950147
plateaus,5,5,0.0005,8.41868089774846,15.084251216950147
neutropenia,5,5,0.0005,8.41868089774846,15.084251216950147
wooden,5,5,0.0005,8.41868089774846,15.084251216950147
week,5,5,0.0005,8.41868089774846,15.084251216950147
clumps,5,5,0.0005,8.41868089774846,15.084251216950147
avid,5,5,0.0005,8.41868089774846,15.084251216950147
polydipsia,5,5,0.0005,8.41868089774846,15.084251216950147
taking,5,5,0.0005,8.41868089774846,15.084251216950147
lns,5,3,0.0003,8.824146005856626,15.81074716384453
lab,5,5,0.0005,8.41868089774846,15.084251216950147
fixator,5,3,0.0003,8.824146005856626,15.81074716384453
obliterates,5,5,0.0005,8.41868089774846,15.084251216950147
flatulence,5,5,0.0005,8.41868089774846,15.084251216950147
bent,5,5,0.0005,8.41868089774846,15.084251216950147
fnas,5,5,0.0005,8.41868089774846,15.084251216950147
reticulointerstitial,5,5,0.0005,8.41868089774846,15.084251216950147
tendinous,5,5,0.0005,8.41868089774846,15.084251216950147
glucocorticoids,5,4,0.0004,8.601002454542416,15.410927592780116
ovariectomy,5,2,0.0002,9.111828078308406,16.326204241287158
clustered,5,5,0.0005,8.41868089774846,15.084251216950147
regression,5,5,0.0005,8.41868089774846,15.084251216950147
clothing,5,4,0.0004,8.601002454542416,15.410927592780116
unaffected,5,5,0.0005,8.41868089774846,15.084251216950147
xyphoid,5,4,0.0004,8.601002454542416,15.410927592780116
turbid,5,5,0.0005,8.41868089774846,15.084251216950147
locally,5,4,0.0004,8.601002454542416,15.410927592780116
approaches,5,5,0.0005,8.41868089774846,15.084251216950147
shows,5,5,0.0005,8.41868089774846,15.084251216950147
png,5,5,0.0005,8.41868089774846,15.084251216950147
tmj,5,3,0.0003,8.824146005856626,15.81074716384453
crop,5,5,0.0005,8.41868089774846,15.084251216950147
gagging,5,5,0.0005,8.41868089774846,15.084251216950147
rear,5,3,0.0003,8.824146005856626,15.81074716384453
exostosis,5,5,0.0005,8.41868089774846,15.084251216950147
frequently,5,5,0.0005,8.41868089774846,15.084251216950147
echo,5,5,0.0005,8.41868089774846,15.084251216950147
yielding,5,5,0.0005,8.41868089774846,15.084251216950147
shifts,5,5,0.0005,8.41868089774846,15.084251216950147
advancement,5,5,0.0005,8.41868089774846,15.084251216950147
predilection,5,5,0.0005,8.41868089774846,15.084251216950147
sersoal,5,5,0.0005,8.41868089774846,15.084251216950147
nonunion,5,4,0.0004,8.601002454542416,15.410927592780116
tibiotarsus,5,4,0.0004,8.601002454542416,15.410927592780116
deviating,5,5,0.0005,8.41868089774846,15.084251216950147
hyperesthesia,5,5,0.0005,8.41868089774846,15.084251216950147
introduced,5,5,0.0005,8.41868089774846,15.084251216950147
cbc,4,4,0.0004,8.601002454542416,13.842779435279319
mastoid,4,2,0.0002,9.111828078308406,14.6649215608111
thin-wall,4,4,0.0004,8.601002454542416,13.842779435279319
preclude,4,4,0.0004,8.601002454542416,13.842779435279319
adam,4,4,0.0004,8.601002454542416,13.842779435279319
attenuations,4,3,0.0003,8.824146005856626,14.201915126679593
own,4,4,0.0004,8.601002454542416,13.842779435279319
ple,4,4,0.0004,8.601002454542416,13.842779435279319
locoregional,4,4,0.0004,8.601002454542416,13.842779435279319
well-inflated,4,4,0.0004,8.601002454542416,13.842779435279319
ostium,4,3,0.0003,8.824146005856626,14.201915126679593
hemispheres,4,3,0.0003,8.824146005856626,14.201915126679593
heat,4,4,0.0004,8.601002454542416,13.842779435279319
hernias,4,4,0.0004,8.601002454542416,13.842779435279319
post-thoracocentesis,4,3,0.0003,8.824146005856626,14.201915126679593
nasolacrimal,4,2,0.0002,9.111828078308406,14.6649215608111
mvd,4,1,0.0001,9.517293186416572,15.317492477969573
transversely,4,4,0.0004,8.601002454542416,13.842779435279319
correction,4,2,0.0002,9.111828078308406,14.6649215608111
undetectable,4,4,0.0004,8.601002454542416,13.842779435279319
myocardium,4,2,0.0002,9.111828078308406,14.6649215608111
transducer,4,3,0.0003,8.824146005856626,14.201915126679593
septa,4,4,0.0004,8.601002454542416,13.842779435279319
lacerations,4,3,0.0003,8.824146005856626,14.201915126679593
join,4,3,0.0003,8.824146005856626,14.201915126679593
weakened,4,4,0.0004,8.601002454542416,13.842779435279319
hypoxic,4,4,0.0004,8.601002454542416,13.842779435279319
weightbearing,4,2,0.0002,9.111828078308406,14.6649215608111
transudation,4,4,0.0004,8.601002454542416,13.842779435279319
digitally,4,3,0.0003,8.824146005856626,14.201915126679593
acromegaly,4,2,0.0002,9.111828078308406,14.6649215608111
ductal,4,4,0.0004,8.601002454542416,13.842779435279319
mesencephalon,4,4,0.0004,8.601002454542416,13.842779435279319
cancerous,4,3,0.0003,8.824146005856626,14.201915126679593
epicondylitis,4,4,0.0004,8.601002454542416,13.842779435279319
replaces,4,4,0.0004,8.601002454542416,13.842779435279319
unusually,4,4,0.0004,8.601002454542416,13.842779435279319
holes,4,2,0.0002,9.111828078308406,14.6649215608111
burn,4,4,0.0004,8.601002454542416,13.842779435279319
dicom,4,4,0.0004,8.601002454542416,13.842779435279319
cup,4,4,0.0004,8.601002454542416,13.842779435279319
phosphates,4,4,0.0004,8.601002454542416,13.842779435279319
enormous,4,3,0.0003,8.824146005856626,14.201915126679593
clip,4,4,0.0004,8.601002454542416,13.842779435279319
accompanying,4,3,0.0003,8.824146005856626,14.201915126679593
pallisading,4,3,0.0003,8.824146005856626,14.201915126679593
shapeless,4,2,0.0002,9.111828078308406,14.6649215608111
labelled,4,3,0.0003,8.824146005856626,14.201915126679593
missed,4,4,0.0004,8.601002454542416,13.842779435279319
plug,4,4,0.0004,8.601002454542416,13.842779435279319
continuity,4,4,0.0004,8.601002454542416,13.842779435279319
supraoccipital,4,4,0.0004,8.601002454542416,13.842779435279319
impacted,4,4,0.0004,8.601002454542416,13.842779435279319
encompassing,4,4,0.0004,8.601002454542416,13.842779435279319
electrodes,4,4,0.0004,8.601002454542416,13.842779435279319
clips,4,3,0.0003,8.824146005856626,14.201915126679593
worm,4,4,0.0004,8.601002454542416,13.842779435279319
became,4,3,0.0003,8.824146005856626,14.201915126679593
elasticity,4,4,0.0004,8.601002454542416,13.842779435279319
triaditis,4,4,0.0004,8.601002454542416,13.842779435279319
demarcating,4,4,0.0004,8.601002454542416,13.842779435279319
intracondylar,4,2,0.0002,9.111828078308406,14.6649215608111
sternebral,4,4,0.0004,8.601002454542416,13.842779435279319
conclusions,4,4,0.0004,8.601002454542416,13.842779435279319
engaging,4,2,0.0002,9.111828078308406,14.6649215608111
polycystic,4,4,0.0004,8.601002454542416,13.842779435279319
watson,4,4,0.0004,8.601002454542416,13.842779435279319
repeatedly,4,4,0.0004,8.601002454542416,13.842779435279319
managed,4,4,0.0004,8.601002454542416,13.842779435279319
ranked,4,4,0.0004,8.601002454542416,13.842779435279319
mineral-attenuating,4,4,0.0004,8.601002454542416,13.842779435279319
apparently,4,4,0.0004,8.601002454542416,13.842779435279319
correlating,4,4,0.0004,8.601002454542416,13.842779435279319
post-processing,4,3,0.0003,8.824146005856626,14.201915126679593
acvr,4,4,0.0004,8.601002454542416,13.842779435279319
corroborate,4,4,0.0004,8.601002454542416,13.842779435279319
encroachment,4,4,0.0004,8.601002454542416,13.842779435279319
accumulating,4,4,0.0004,8.601002454542416,13.842779435279319
rent,4,4,0.0004,8.601002454542416,13.842779435279319
chicken,4,4,0.0004,8.601002454542416,13.842779435279319
cardiomyopathies,4,4,0.0004,8.601002454542416,13.842779435279319
compromises,4,4,0.0004,8.601002454542416,13.842779435279319
cleidocephalicus,4,3,0.0003,8.824146005856626,14.201915126679593
plant,4,3,0.0003,8.824146005856626,14.201915126679593
hemosiderotic,4,4,0.0004,8.601002454542416,13.842779435279319
intravascular,4,4,0.0004,8.601002454542416,13.842779435279319
effectiveness,4,3,0.0003,8.824146005856626,14.201915126679593
plications,4,4,0.0004,8.601002454542416,13.842779435279319
determining,4,4,0.0004,8.601002454542416,13.842779435279319
seed,4,4,0.0004,8.601002454542416,13.842779435279319
confirming,4,4,0.0004,8.601002454542416,13.842779435279319
rh,4,1,0.0001,9.517293186416572,15.317492477969573
mylohyoid,4,4,0.0004,8.601002454542416,13.842779435279319
extirpation,4,4,0.0004,8.601002454542416,13.842779435279319
prolapse,4,4,0.0004,8.601002454542416,13.842779435279319
mv,4,4,0.0004,8.601002454542416,13.842779435279319
tips,4,4,0.0004,8.601002454542416,13.842779435279319
inconsistently,4,3,0.0003,8.824146005856626,14.201915126679593
bifida,4,3,0.0003,8.824146005856626,14.201915126679593
papilloma,4,4,0.0004,8.601002454542416,13.842779435279319
flavored,4,3,0.0003,8.824146005856626,14.201915126679593
snacks,4,3,0.0003,8.824146005856626,14.201915126679593
stem,4,4,0.0004,8.601002454542416,13.842779435279319
tli,4,3,0.0003,8.824146005856626,14.201915126679593
pli,4,3,0.0003,8.824146005856626,14.201915126679593
folate,4,3,0.0003,8.824146005856626,14.201915126679593
products,4,4,0.0004,8.601002454542416,13.842779435279319
canthus,4,2,0.0002,9.111828078308406,14.6649215608111
caudomedially,4,4,0.0004,8.601002454542416,13.842779435279319
illdefined,4,4,0.0004,8.601002454542416,13.842779435279319
overly,4,4,0.0004,8.601002454542416,13.842779435279319
showing,4,4,0.0004,8.601002454542416,13.842779435279319
post-emesis,4,2,0.0002,9.111828078308406,14.6649215608111
leads,4,4,0.0004,8.601002454542416,13.842779435279319
multilocular,4,2,0.0002,9.111828078308406,14.6649215608111
musculotendinopathy,4,3,0.0003,8.824146005856626,14.201915126679593
efface,4,4,0.0004,8.601002454542416,13.842779435279319
resistant,4,4,0.0004,8.601002454542416,13.842779435279319
hollow,4,4,0.0004,8.601002454542416,13.842779435279319
divergence,4,4,0.0004,8.601002454542416,13.842779435279319
warrant,4,4,0.0004,8.601002454542416,13.842779435279319
myelogram,4,2,0.0002,9.111828078308406,14.6649215608111
beginning,4,4,0.0004,8.601002454542416,13.842779435279319
celiotomy,4,4,0.0004,8.601002454542416,13.842779435279319
peri-vascular,4,2,0.0002,9.111828078308406,14.6649215608111
ezyvet,4,4,0.0004,8.601002454542416,13.842779435279319
prednisone,4,3,0.0003,8.824146005856626,14.201915126679593
outpocketing,4,4,0.0004,8.601002454542416,13.842779435279319
ub,4,4,0.0004,8.601002454542416,13.842779435279319
parapneumonic,4,3,0.0003,8.824146005856626,14.201915126679593
bipartite,4,4,0.0004,8.601002454542416,13.842779435279319
point-of-care,4,4,0.0004,8.601002454542416,13.842779435279319
dirt,4,3,0.0003,8.824146005856626,14.201915126679593
peri-ventricular,4,3,0.0003,8.824146005856626,14.201915126679593
seagull,4,4,0.0004,8.601002454542416,13.842779435279319
lvot,4,4,0.0004,8.601002454542416,13.842779435279319
copper,4,4,0.0004,8.601002454542416,13.842779435279319
mmhg,4,4,0.0004,8.601002454542416,13.842779435279319
shine-through,4,4,0.0004,8.601002454542416,13.842779435279319
ef,4,4,0.0004,8.601002454542416,13.842779435279319
transfusion,4,4,0.0004,8.601002454542416,13.842779435279319
always,4,4,0.0004,8.601002454542416,13.842779435279319
tunnel,4,4,0.0004,8.601002454542416,13.842779435279319
operative,4,3,0.0003,8.824146005856626,14.201915126679593
exacerbating,4,4,0.0004,8.601002454542416,13.842779435279319
traction,4,4,0.0004,8.601002454542416,13.842779435279319
communicates,4,4,0.0004,8.601002454542416,13.842779435279319
tracheospinal,4,4,0.0004,8.601002454542416,13.842779435279319
conditions,4,4,0.0004,8.601002454542416,13.842779435279319
dysautonomia,4,3,0.0003,8.824146005856626,14.201915126679593
shunts,4,4,0.0004,8.601002454542416,13.842779435279319
sialoceles,4,2,0.0002,9.111828078308406,14.6649215608111
spared,4,4,0.0004,8.601002454542416,13.842779435279319
rostrodorsally,4,4,0.0004,8.601002454542416,13.842779435279319
pyuria,4,4,0.0004,8.601002454542416,13.842779435279319
clusters,4,4,0.0004,8.601002454542416,13.842779435279319
sock,4,4,0.0004,8.601002454542416,13.842779435279319
multilayered,4,4,0.0004,8.601002454542416,13.842779435279319
